15822,14159.3450094062
15823,17805.3610406836
15824,35629.680915709
15825,13205.7426699693
15827,28675.1461007582
15828,13329.7383606479
15829,4490.00979914394
15830,13485.8075670809
15831,11919.9819850696
15832,22835.7715809162
15833,28414.340578534
15834,10163.6208101707
15836,19767.3029334607
15838,14000.4360294687
15840,14216.6959847224
15841,12473.3816128036
15842,36475.4728302033
15843,10763.5357897408
15844,24583.3107417963
15845,14013.6900540533
15846,7521.26050212491
15847,12856.2190296552
15848,21006.1450197495
15849,9738.70864505699
15850,29961.5722347598
15851,14151.6160772207
15852,25750.6260895603
15853,16155.5650170816
15854,18014.6495951573
15855,13500.8930761664
15856,12673.8299166476
15857,20109.7248372799
15858,16947.9671241861
15859,35709.9741825422
15860,10879.6206619682
15861,14574.168252993
15862,11973.7893858137
15863,16258.5312825659
15864,14878.1669574647
15865,22599.6967251371
15866,10441.6529599163
15867,13114.8885118108
15868,23327.4039358931
15869,17700.1784178703
15870,28972.1988073205
15871,10210.9892909651
15873,29447.5757310968
15874,24562.1311738832
15875,20067.9180992397
15876,16062.1139402107
15877,37397.4918517756
15878,17703.6139020036
15879,12430.5101182068
15880,20023.8170193003
15881,17978.5644840285
15882,16784.6005898254
15883,8105.30852616662
15884,12308.2475382384
15885,18923.0702941644
15887,11761.6790368899
15888,25703.6980313979
15889,30594.5987505502
15890,10320.2856105937
15891,32776.1866658775
15892,18625.4001175622
15893,25233.8423279482
15894,9611.72629822813
15895,27022.1282685536
15897,13945.9587467404
15898,12006.0121296332
15899,16942.9839241787
15900,11166.8592078033
15901,30161.7284422512
15902,16203.0703182284
15903,14677.7469853315
15904,18666.5152808707
15905,36407.9593203232
15906,13744.9626086384
15907,10216.8261919515
15908,25998.196819765
15909,17531.4997095407
15910,16390.3508166264
15912,22557.3557378209
15913,18282.2006785267
15914,12284.2717218784
15915,27910.8980307687
15916,25148.6290045513
15918,19680.9988010129
15919,7331.17077719963
15920,17379.7658868544
15921,32016.8672695487
15922,11511.0254267752
15923,10552.2745336066
15924,8909.54905548621
15925,14820.0603112649
15926,7735.54201454556
15927,23101.8010229173
15928,12561.2963188951
15929,12120.5519454154
15930,16073.6346852817
15932,16310.7786529782
15933,15495.9764357431
15934,10543.6233547136
15935,14663.0367628381
15936,32638.72802914
15937,13966.8810860963
15939,14949.9561687626
15940,28304.7898228401
15941,14331.6742754726
15942,12981.5180414679
15943,12842.8178145571
15944,18629.0190325393
15945,21287.6728683345
15947,17873.1357496155
15949,20177.6123621418
15950,42215.9419002821
15951,13092.783050871
15952,26751.1193985751
15953,16252.7185273716
15954,16692.4093935931
15955,17380.6019118055
15957,15414.3791022642
15958,13599.5955908113
15959,19665.040168064
15960,29437.1137881379
15961,13535.6239902446
15962,20195.3121289845
15963,16177.8772745325
15964,28321.869212919
15965,21304.7714182289
15966,17580.2041122408
15967,39718.9186089918
15968,16272.8857823451
15969,26947.033004331
15970,24087.1203246467
15971,14479.2617676518
15972,16983.0460638208
15973,17879.8380606795
15974,13456.2470449324
16239,7119.64162603829
16240,5041.65100051473
16241,4927.2897050765
16243,4094.84033750839
16244,2527.79805836092
16246,7870.75721049046
16247,5846.98930819129
16248,7294.33472277495
16249,5384.66884653618
16252,3388.29704540833
16253,9218.49438765424
16255,2673.76745303743
16256,9295.88438641457
16257,9142.91401443167
16258,11129.056855773
16259,4120.18605447025
16260,8529.46497001108
16261,7124.43245580013
16262,5117.45512034776
16264,978.823764488548
16265,6441.42156889926
16266,5104.4802781382
16267,2996.40093987219
16268,5450.14866122238
16269,8052.69156776776
16270,7353.78256837223
16271,6632.9793199651
16272,4236.20882497944
16273,8020.66857814935
16274,9899.99156082919
16275,3122.05200731265
16276,3912.9848831223
16277,4674.13774773843
16278,3358.00120795644
16279,8362.03230889249
16280,12035.9328184819
16281,7726.44595145809
16282,9029.84874184181
16283,7504.7883473729
16284,6156.21026276964
16285,5934.18132384737
16286,3079.53092222902
16287,4422.55994121632
16288,9024.11533716572
16289,8434.34385285907
16290,6844.69082322326
16291,3816.5583427679
16292,6394.31018345912
16293,3455.01879222077
16294,10659.6123993245
16295,4607.98568872102
16296,3648.82375767226
16297,6138.62101829233
16298,4393.13535252538
16299,8736.47267383752
16300,3220.58719031341
16301,6967.11288023496
16302,12385.0649850998
16303,3573.60998782146
16304,8573.53830918887
16305,4879.28308010799
16306,4035.19495611318
16307,9125.52456404486
16308,10486.4658164642
16309,4465.97400093324
16310,5643.28180718932
16312,3728.2219400601
16313,5237.2167392662
16315,7988.74074924548
16316,4869.71555812811
16317,7929.40652142563
16318,3372.3365410182
16319,9474.80864612408
16320,5813.08433921534
16321,7100.4303260586
16323,8900.01934280787
16324,7987.15673591877
16325,6092.47142300431
16326,9036.85167828792
16327,11292.5027557586
16328,9066.96820816151
16329,4992.52145572014
16330,6493.84517375306
16332,5975.43582555222
16333,8314.53518848387
16334,3443.74597076951
16336,9374.63024222837
16337,3774.4068122014
16338,7670.37415070159
16339,2990.78945426699
16340,9810.15024998166
16341,7521.0927945866
16342,11355.1407411131
16343,4763.38716360501
16345,9548.06730557535
16346,8507.46091814841
16347,6662.35881275268
16348,9691.79504318099
16349,4761.1460331195
16350,4718.84166255928
16351,10241.737398999
16353,7467.49238207681
16354,5855.75415277823
16355,4044.60511146446
16356,2636.11378910647
16357,14542.0195043635
16358,6578.06342367056
16359,4951.39727276861
16360,9641.49543726445
16361,8136.89800180024
16363,5138.70020141584
16364,3678.04405243385
16365,6972.57963348437
16366,11475.759971849
16367,10673.5914022262
16368,7653.03119000635
16369,5603.37724548629
16370,6830.06269399513
16371,10318.7896060469
16372,5836.20491142737
16373,8143.04784600968
16374,4807.26931182003
16375,9350.32423623498
16377,5428.72022551612
16378,3720.21494910552
16379,11320.4288564546
16380,9199.45490398808
16381,5001.85632360479
16383,9202.87835547511
16386,4337.94412815441
16387,6616.65024729709
16388,10315.1722940598
16389,10638.5689365586
16390,3345.74068800247
16391,5604.83954871345
16392,9026.1181433687
16393,5864.76308699599
16395,6220.57959456209
16396,6261.42287787889
16397,4640.18323229513
16399,9632.7805395828
16401,4630.4135363612
16402,6188.3214066449
16404,12229.6731183762
16405,6645.26545450823
16406,4241.21448615514
16407,7884.73524794397
16408,6199.95400392018
16409,11704.8314225254
16410,6556.38409204559
16411,4044.66439259749
16412,6094.01427226752
16413,5513.92014702515
16414,8847.91737712202
16415,5157.84075164338
16416,9350.13213704307
16417,6222.06720873717
16418,9877.79997531572
16419,10785.8617056972
16420,8040.06736507208
16421,9669.66097656354
16422,4147.1724327016
16423,3881.49503965039
16424,6912.55977989675
16425,6956.03148449084
16426,16595.8915870538
16427,8375.2018321209
16429,4239.26587216877
16431,11524.9289586369
16432,4996.00227662358
16433,8905.55382010951
16434,4902.79150502183
16435,6598.7660521054
16436,10822.6541737812
